time,y,hostname
1,0.0,node-037
2,0.2972879845354616,node-037
3,0.6796839523260694,node-037
4,0.08204947559783826,node-037
5,0.07160423096046262,node-037
6,-0.7674226234283014,node-037
7,-0.45631128492996753,node-037
8,1.838776538907343,node-037
9,-0.4283098098931877,node-037
10,0.10165576627355843,node-037
11,0.5330772926964704,node-037
12,1.1167855802652489,node-037
13,2.0800571853034393,node-037
14,2.5388481403571563,node-037
15,2.016511382935648,node-037
16,2.4249072212604004,node-037
17,2.374455991326735,node-037
18,1.6808023475228495,node-037
19,-0.09303090588520613,node-037
20,0.027735059052233155,node-037
21,-0.7298979786682945,node-037
22,-2.4596541600589807,node-037
23,-1.6637055380543648,node-037
24,-0.9936435567983024,node-037
25,-0.4427911792975415,node-037
26,-0.5061657717271022,node-037
27,0.8307770105238201,node-037
28,0.7576283771860808,node-037
29,0.01216406054532515,node-037
30,-1.2078910679893275,node-037
31,-1.26106840551702,node-037
32,-1.4262047633198538,node-037
33,-3.541575011747165,node-037
34,-3.6083429982537543,node-037
35,-2.3858811497856927,node-037
36,-1.8181856900472493,node-037
37,-1.054686761723862,node-037
38,-0.6760878818705119,node-037
39,-1.321684938507109,node-037
40,-1.9863311828981405,node-037
41,-3.7893575071090346,node-037
42,-5.078405110958779,node-037
43,-5.413675190476897,node-037
44,-5.343207589115739,node-037
45,-5.001413821735916,node-037
46,-3.266248155681534,node-037
47,-1.9663321913713419,node-037
48,-1.759968109968725,node-037
49,-2.7688280655063284,node-037
50,-3.6188837358217265,node-037
51,-2.4894742999373998,node-037
52,-3.838007756429227,node-037
53,-2.5977168560001673,node-037
54,-2.6533639492074914,node-037
55,-1.8939737352620316,node-037
56,-1.9242406219087942,node-037
57,-2.2853232896648876,node-037
58,-4.29262649219745,node-037
59,-4.861485619544088,node-037
60,-6.011113143941086,node-037
61,-4.130490969309901,node-037
62,-5.601115510697281,node-037
63,-6.136326480863013,node-037
64,-7.099870440688514,node-037
65,-8.484978508364428,node-037
66,-8.350678270803158,node-037
67,-8.966794936811977,node-037
68,-10.68678429313172,node-037
69,-10.366015013144308,node-037
70,-11.813387911025819,node-037
71,-12.305659099095385,node-037
72,-12.718746483078567,node-037
73,-11.716817970622614,node-037
74,-10.542136644647503,node-037
75,-11.86910698970955,node-037
76,-13.462321857753617,node-037
77,-13.901031833512413,node-037
78,-12.675234335514546,node-037
79,-11.186144057444931,node-037
80,-9.026710870344077,node-037
81,-9.93618988838158,node-037
82,-8.788369587769079,node-037
83,-9.293441784291453,node-037
84,-9.560508819509582,node-037
85,-8.061426425578853,node-037
86,-7.264122265403462,node-037
87,-7.435762708710559,node-037
88,-7.904842318640656,node-037
89,-7.6872182974320555,node-037
90,-7.3280718898297055,node-037
91,-7.008047174121648,node-037
92,-6.748830846065962,node-037
93,-6.289134861024334,node-037
94,-6.079148500982192,node-037
95,-4.555973109804928,node-037
96,-3.2961785061927316,node-037
97,-3.461461607306992,node-037
98,-3.3052671124193562,node-037
99,-4.119582406796055,node-037
100,-5.829450612800646,node-037
101,-4.329512736686613,node-037
102,-4.45842837521663,node-037
1,0.0,node-039
2,0.7396206598864331,node-039
3,-0.004886442254437351,node-039
4,-0.613394004865797,node-039
5,-2.3368505156615953,node-039
6,-3.012466123063967,node-039
7,-2.455819789693836,node-039
8,-3.3174042628607543,node-039
9,-2.7993191551293566,node-039
10,-1.5510893470320632,node-039
11,-0.38197639207960155,node-039
12,-0.47499427194322597,node-039
13,-1.7673975292144437,node-039
14,-1.7792707854269114,node-039
15,-1.2001393397626443,node-039
16,-1.8804505867475942,node-039
17,-2.1405276914972817,node-039
18,-1.8500310961306698,node-039
19,-2.213537483589219,node-039
20,-0.9657452156685977,node-039
21,-0.6940210792540811,node-039
22,-0.8067459804258341,node-039
23,-0.39441035827966836,node-039
24,0.6890852484666641,node-039
25,0.7387533228831284,node-039
26,0.8430247966496217,node-039
27,2.169533848942649,node-039
28,2.0952444764450417,node-039
29,2.4323075840997013,node-039
30,0.043470547726536246,node-039
31,0.1953709283090922,node-039
32,-0.6037059283965961,node-039
33,0.1305687468451806,node-039
34,-1.0290657626893194,node-039
35,-0.25214116656552776,node-039
36,-0.7665127482607665,node-039
37,-0.8085828770369182,node-039
38,-0.5500679014036727,node-039
39,-2.206345078654296,node-039
40,-1.2655983323221305,node-039
41,-1.3200999436797045,node-039
42,-1.2481705555127312,node-039
43,0.9776957072264911,node-039
44,1.0504068392721841,node-039
45,0.16057075918511599,node-039
46,2.2309485944508625,node-039
47,2.3904046065153564,node-039
48,1.3516597985774248,node-039
49,3.034603737094679,node-039
50,3.82378502431433,node-039
51,2.664904821494237,node-039
52,3.4775113383732132,node-039
53,3.843099205437065,node-039
54,4.110037907920066,node-039
55,3.6741400824138934,node-039
56,3.30932657203587,node-039
57,5.0287505097429985,node-039
58,5.082625388619386,node-039
59,4.598529738087028,node-039
60,3.7210572853984347,node-039
61,3.7515800290312646,node-039
62,1.5938203570751637,node-039
63,1.3617001538501838,node-039
64,1.364586456542068,node-039
65,0.6156972646856635,node-039
66,-1.3131754208626099,node-039
67,-2.270889448161884,node-039
68,-3.3434612836630433,node-039
69,-3.4601622567872043,node-039
70,-4.933091196651802,node-039
71,-5.950017505362366,node-039
72,-6.109132596076868,node-039
73,-5.8229675861354595,node-039
74,-5.073366981019952,node-039
75,-5.937927645983119,node-039
76,-4.6251809711864285,node-039
77,-5.769128127387468,node-039
78,-8.086461278731338,node-039
79,-7.388291738506015,node-039
80,-8.001288852360197,node-039
81,-8.23990323038404,node-039
82,-6.867135406682564,node-039
83,-7.102017440949595,node-039
84,-6.905189533614804,node-039
85,-4.64367365908404,node-039
86,-4.005836128652184,node-039
87,-5.023299099140496,node-039
88,-2.293262487235563,node-039
89,-1.371822485782167,node-039
90,0.20419874452086417,node-039
91,-0.3959701030078159,node-039
92,-0.36835252926469375,node-039
93,-0.279024110961917,node-039
94,1.8549152984062223,node-039
95,2.659018593857587,node-039
96,3.698004907356405,node-039
97,4.104273625401338,node-039
98,4.6211782833139,node-039
99,4.8215526099572035,node-039
100,4.246048286338151,node-039
101,4.528346471684842,node-039
102,3.9704154909387652,node-039
1,0.0,node-038
2,1.1915557734285787,node-038
3,-1.3281773137459476,node-038
4,0.746632461796028,node-038
5,-0.22661765826427038,node-038
6,-0.3282244523232132,node-038
7,-1.8707376501460258,node-038
8,-1.7699447587912225,node-038
9,-1.771918895530324,node-038
10,-0.7631291581101749,node-038
11,0.08109358584316673,node-038
12,1.2391682125051928,node-038
13,0.7640094288840658,node-038
14,0.5193979077883684,node-038
15,0.5912706007758276,node-038
16,0.07846026709629839,node-038
17,-1.5017782656250045,node-038
18,-0.990119437557572,node-038
19,-1.6973920067888781,node-038
20,-2.8634893445459584,node-038
21,-3.295882080988875,node-038
22,-4.00483913946881,node-038
23,-4.2132613690952985,node-038
24,-4.959294001876683,node-038
25,-4.605018022803619,node-038
26,-4.9253882145473495,node-038
27,-3.551371625352243,node-038
28,-3.2088689084178688,node-038
29,-3.804469643774929,node-038
30,-3.1915317650368076,node-038
31,-2.5694874111834443,node-038
32,-3.2984075069426355,node-038
33,-2.66495240651214,node-038
34,-1.9775223862422764,node-038
35,-2.112615986986664,node-038
36,-1.6197935781995292,node-038
37,-1.4630838237622297,node-038
38,-0.2235053859675944,node-038
39,-1.4339497081308052,node-038
40,-1.7481152698155389,node-038
41,-1.014248576386235,node-038
42,-2.5420749156121314,node-038
43,-1.2713289256991502,node-038
44,-0.9888081455473443,node-038
45,-1.6028186870902976,node-038
46,-0.06683328195376581,node-038
47,-1.169227699767711,node-038
48,-1.8907835973490128,node-038
49,-2.3749741405869518,node-038
50,-1.296068258462408,node-038
51,-1.0871648116219188,node-038
52,-1.7730840694182153,node-038
53,-2.033446314845462,node-038
54,-2.4552823942774458,node-038
55,-3.333481488249652,node-038
56,-2.5988138177426907,node-038
57,-1.130982279298933,node-038
58,-1.4523868185862,node-038
59,-1.9350928243845256,node-038
60,-2.4754309008408946,node-038
61,-1.7112640108783124,node-038
62,-1.350353216029218,node-038
63,-2.3898796033309146,node-038
64,-2.7911869697812657,node-038
65,-1.5700572796251815,node-038
66,-2.351107743128165,node-038
67,-1.8029020701617557,node-038
68,-0.36597701527917925,node-038
69,-0.0412544354292787,node-038
70,-1.0528391681929934,node-038
71,-0.00581930159310029,node-038
72,-0.8551888236204491,node-038
73,-0.2868930764919013,node-038
74,-1.4366529077766161,node-038
75,-1.0454610376692948,node-038
76,-2.0392960774065783,node-038
77,-2.061597629892467,node-038
78,-3.2692490038015505,node-038
79,-3.3760058635307506,node-038
80,-3.64452202673938,node-038
81,-3.8889703712339334,node-038
82,-2.7616094025183537,node-038
83,-1.4567430258192258,node-038
84,0.22195457714730837,node-038
85,-0.40696745913534915,node-038
86,-0.6059736475012365,node-038
87,-0.5704647723970867,node-038
88,-0.8297262533244961,node-038
89,0.3503874630728804,node-038
90,2.4712350538477104,node-038
91,3.240924589551013,node-038
92,3.8759867384554516,node-038
93,5.567106171435053,node-038
94,5.846499225213263,node-038
95,4.482203211625662,node-038
96,5.581169694529243,node-038
97,6.228810001851155,node-038
98,6.248144457295184,node-038
99,7.265157473452008,node-038
100,8.966115043986036,node-038
101,9.247648605294465,node-038
102,8.128578211100109,node-038
1,0.0,node-040
2,-1.7611168584381136,node-040
3,-3.4771931969021357,node-040
4,-1.0226014994627972,node-040
5,-0.09776605626608459,node-040
6,1.2501355788692519,node-040
7,0.5470886772576751,node-040
8,0.6774107719597867,node-040
9,-0.433601004722563,node-040
10,-1.5819040339555572,node-040
11,0.17269122143480686,node-040
12,-0.5035944806825393,node-040
13,-1.3437797359153718,node-040
14,-0.9394755886736401,node-040
15,1.8605737068905646,node-040
16,0.8695689604047818,node-040
17,1.6527532276822907,node-040
18,1.308725528393945,node-040
19,0.3488082748094301,node-040
20,-0.4732425189218863,node-040
21,-1.0675301407943723,node-040
22,-0.6856465374131211,node-040
23,1.0081291858351398,node-040
24,2.5974848488152933,node-040
25,2.9728993355807622,node-040
26,2.049531075428294,node-040
27,3.787052924984445,node-040
28,5.2683791503966795,node-040
29,4.411209315771003,node-040
30,5.313969400814842,node-040
31,6.716537796791432,node-040
32,6.68894661515451,node-040
33,7.3170831071175995,node-040
34,7.163074874531569,node-040
35,6.097820504754532,node-040
36,6.701987575070329,node-040
37,7.751955223628737,node-040
38,9.04800642466366,node-040
39,7.855709033729786,node-040
40,7.285103892570313,node-040
41,7.336875958900865,node-040
42,7.028962294177982,node-040
43,8.076409651612888,node-040
44,7.697138492078451,node-040
45,7.093170450995215,node-040
46,6.056419434388959,node-040
47,5.468707261865763,node-040
48,5.037487697108007,node-040
49,5.708173499481114,node-040
50,3.6717001133502114,node-040
51,4.15371538139566,node-040
52,4.747225398370605,node-040
53,4.028626590643412,node-040
54,5.42858238407496,node-040
55,7.3400181351736045,node-040
56,5.444495457187902,node-040
57,4.26549369930254,node-040
58,4.285519489044501,node-040
59,4.325234242045821,node-040
60,5.145560155788949,node-040
61,5.253550403179887,node-040
62,6.345429607905849,node-040
63,4.050854906940815,node-040
64,3.4716605762957222,node-040
65,3.389192782368937,node-040
66,2.0074948665163985,node-040
67,2.611169051163542,node-040
68,1.7314017933573274,node-040
69,-0.6172617524284139,node-040
70,-1.4685185338638809,node-040
71,-2.1046986441063784,node-040
72,-3.754850968018272,node-040
73,-3.1280635736222675,node-040
74,-4.562355499995615,node-040
75,-2.81319377989964,node-040
76,-1.9900829379257097,node-040
77,-1.4762839758518034,node-040
78,-2.0810494068250027,node-040
79,-2.1939162556328258,node-040
80,0.39671698943997535,node-040
81,1.1246268891861768,node-040
82,2.5452894037729834,node-040
83,2.5164103702404708,node-040
84,3.4517684982276644,node-040
85,2.8595381897044763,node-040
86,2.1894450303017248,node-040
87,3.0168896925913753,node-040
88,3.328658490329633,node-040
89,4.163718835535128,node-040
90,5.126346873529054,node-040
91,4.375785858866177,node-040
92,2.648542092390361,node-040
93,2.049585591671764,node-040
94,0.6533939629820604,node-040
95,1.6937861820418811,node-040
96,2.6262041734057227,node-040
97,2.019013432041856,node-040
98,1.3224264053404404,node-040
99,1.6803371885685716,node-040
100,2.3759752324594148,node-040
101,2.4803076703871567,node-040
102,0.569094399437122,node-040
1,0.0,node-044
2,1.4643071301680395,node-044
3,1.7251782612549496,node-044
4,1.4767441961343843,node-044
5,2.6108630676900333,node-044
6,1.036276082852949,node-044
7,0.1363829336731528,node-044
8,-0.4274450635648599,node-044
9,-1.4554111481198462,node-044
10,-1.5200405929606262,node-044
11,-1.1125171970361278,node-044
12,0.2996577607335613,node-044
13,0.9617089069958688,node-044
14,0.6504710926129702,node-044
15,0.7487754870935656,node-044
16,1.6171443734006734,node-044
17,1.830422512966735,node-044
18,0.8813345912207311,node-044
19,0.46293967503658895,node-044
20,1.240237995567925,node-044
21,1.2977124694770155,node-044
22,0.777043973039867,node-044
23,1.9445659739416685,node-044
24,2.2268072696881998,node-044
25,5.547826211921676,node-044
26,5.688918534263219,node-044
27,4.401949936280985,node-044
28,2.563890725526137,node-044
29,1.008316522987512,node-044
30,2.1063542254560366,node-044
31,2.7500489626625617,node-044
32,4.0473117914643675,node-044
33,2.4281528447589786,node-044
34,2.3050700039714505,node-044
35,2.6238670292447708,node-044
36,1.8327838890132966,node-044
37,2.274926669340735,node-044
38,1.2644355809692287,node-044
39,1.7503949674500925,node-044
40,1.8224000455283793,node-044
41,0.5779008629465736,node-044
42,1.3100690455732318,node-044
43,0.20663182859583173,node-044
44,2.129976416366067,node-044
45,3.5075376608609745,node-044
46,1.6400104342468815,node-044
47,2.118833634642565,node-044
48,2.3581011094794624,node-044
49,2.8078252947412756,node-044
50,2.8590101455392927,node-044
51,3.517663895105969,node-044
52,3.7630391556090945,node-044
53,2.5603666369386238,node-044
54,2.509586806153722,node-044
55,1.7734315677356198,node-044
56,0.7785723210734814,node-044
57,0.5008881969205001,node-044
58,0.05588789788679194,node-044
59,1.033562833071937,node-044
60,0.23874237569327428,node-044
61,1.0874060845957327,node-044
62,-0.35727227158475783,node-044
63,-1.0306290245533707,node-044
64,-0.24115584401537815,node-044
65,1.703303078122648,node-044
66,0.9949541079063301,node-044
67,-0.2933711959370352,node-044
68,-0.16799947020018013,node-044
69,-0.022918945703630428,node-044
70,0.8208461650453243,node-044
71,0.7570324857483135,node-044
72,0.43564923547396667,node-044
73,0.08373037044844,node-044
74,0.7555405242586455,node-044
75,-1.3500751627842107,node-044
76,-1.2020705299649628,node-044
77,-1.7431604600936108,node-044
78,-0.08744981764700754,node-044
79,-0.4589054838534383,node-044
80,-0.26009143666685736,node-044
81,0.6212885932036949,node-044
82,1.8944523948729883,node-044
83,0.42624518105557474,node-044
84,3.142485574138572,node-044
85,2.906173631306296,node-044
86,3.81668398949477,node-044
87,3.6419188164666965,node-044
88,3.2301456644274147,node-044
89,2.7964345669336663,node-044
90,2.4802501129027577,node-044
91,3.6023142683774036,node-044
92,3.817760368687153,node-044
93,2.7494619533723657,node-044
94,2.404253841371637,node-044
95,3.4036141837796157,node-044
96,3.430161334630968,node-044
97,4.162745983867662,node-044
98,3.3912387919899603,node-044
99,4.745201649594122,node-044
100,2.637006766440401,node-044
101,3.6028966800887767,node-044
102,3.63669733165765,node-044
1,0.0,node-041
2,-1.3140036685325376,node-041
3,-1.1809652190325415,node-041
4,0.17387843670515624,node-041
5,0.21749569248800238,node-041
6,-1.0183102223202383,node-041
7,-0.5185125428421056,node-041
8,-0.29935347917775357,node-041
9,-0.9228951437720622,node-041
10,-2.5461801503206356,node-041
11,-2.0316194948740716,node-041
12,-2.8836637206837676,node-041
13,-2.468592591437459,node-041
14,-3.725539720136801,node-041
15,-3.9031044429947324,node-041
16,-4.383176955921293,node-041
17,-6.283416923597567,node-041
18,-7.196764327986466,node-041
19,-6.58775359555029,node-041
20,-6.3568880885015995,node-041
21,-7.518343263679042,node-041
22,-5.499534312015539,node-041
23,-5.984923513956853,node-041
24,-5.477080007106909,node-041
25,-5.004157854934843,node-041
26,-4.068551452512236,node-041
27,-2.7675916074888267,node-041
28,-3.8464558891538543,node-041
29,-2.804795809606336,node-041
30,-1.9040484469501804,node-041
31,-0.5623855376668441,node-041
32,-0.47517199372527774,node-041
33,-0.02285209881595196,node-041
34,-0.5698914680364571,node-041
35,0.39836211417686174,node-041
36,2.0844254484644913,node-041
37,3.1978815881676312,node-041
38,1.6787789164557745,node-041
39,1.497173300086795,node-041
40,0.28304511576703173,node-041
41,-0.21331563232009443,node-041
42,0.46550778001115456,node-041
43,1.572868132944115,node-041
44,1.0322833827134255,node-041
45,1.7672490183902838,node-041
46,2.2978810186163643,node-041
47,1.720105857847434,node-041
48,-0.037224472757031224,node-041
49,-0.5607917090248608,node-041
50,-1.7104214864521867,node-041
51,-3.0335427874784893,node-041
52,-1.9600060553702798,node-041
53,-2.87137194922716,node-041
54,-1.735483535666548,node-041
55,-0.1421960843033836,node-041
56,0.2648452361087416,node-041
57,-0.34427315431468103,node-041
58,0.5351488936354647,node-041
59,1.7859277374881468,node-041
60,1.0247570109453492,node-041
61,0.26002454298568745,node-041
62,0.38266992901120334,node-041
63,-0.838172711823722,node-041
64,-1.7864880249802702,node-041
65,-3.344881123868051,node-041
66,-1.4639657007278681,node-041
67,-0.9588700887295979,node-041
68,0.5595906817076429,node-041
69,-0.41650257805059976,node-041
70,-0.03239077051354461,node-041
71,0.07331706761241187,node-041
72,0.34141800232665126,node-041
73,0.42351721286145283,node-041
74,0.826809088513691,node-041
75,0.8787969742129593,node-041
76,0.42043258413238743,node-041
77,0.5181383802608079,node-041
78,0.3693204518215786,node-041
79,-0.25385771924109013,node-041
80,-0.2609391339922337,node-041
81,-2.3753758410693617,node-041
82,-1.988584878744793,node-041
83,-1.176202467417742,node-041
84,-0.6485980915519876,node-041
85,-0.377584452337402,node-041
86,0.7608065085881878,node-041
87,-0.4443990720257712,node-041
88,-2.431466356856105,node-041
89,-3.1747495694015004,node-041
90,-3.3511851164310817,node-041
91,-3.956309048702414,node-041
92,-2.361349967117676,node-041
93,-2.3307199958490186,node-041
94,-2.3277038165974426,node-041
95,-0.9955486547994374,node-041
96,-1.68251257976348,node-041
97,-2.4149052208293313,node-041
98,-2.6962037548075806,node-041
99,0.33286397595428285,node-041
100,0.27480317132557974,node-041
101,-1.020226777756967,node-041
102,-0.7131960319128172,node-041
1,0.0,node-042
2,1.3950877792076275,node-042
3,0.7486310820557374,node-042
4,1.358585308946374,node-042
5,1.5131503512985298,node-042
6,0.18433161044664814,node-042
7,0.9966549290416092,node-042
8,0.7411791944877084,node-042
9,0.3606020156497473,node-042
10,-1.5236577962717617,node-042
11,-2.1823823957018065,node-042
12,-2.496486356616279,node-042
13,-2.076266356193378,node-042
14,-1.6836565945064939,node-042
15,-2.624848462272344,node-042
16,-3.651372981266887,node-042
17,-5.302167308732773,node-042
18,-4.595020125389832,node-042
19,-3.7919526823631493,node-042
20,-2.4918514447674864,node-042
21,-1.3580408530696024,node-042
22,-1.033539360157115,node-042
23,-1.0702444445958657,node-042
24,0.0034247897133563576,node-042
25,-2.5892052750613987,node-042
26,-3.9675449549236657,node-042
27,-4.036187856677549,node-042
28,-4.583812679589198,node-042
29,-5.166679794692671,node-042
30,-4.7963862145854135,node-042
31,-4.4748145818590395,node-042
32,-5.865377910395638,node-042
33,-5.539518031265003,node-042
34,-6.3768700501176685,node-042
35,-6.809216165460343,node-042
36,-7.686554746250879,node-042
37,-8.729108416582122,node-042
38,-9.475313742014007,node-042
39,-8.72935095601334,node-042
40,-7.833624557680624,node-042
41,-8.06652932517514,node-042
42,-8.71140452966535,node-042
43,-8.662752937049255,node-042
44,-12.204300625807429,node-042
45,-12.724916250954124,node-042
46,-12.93037869628417,node-042
47,-12.521890651037857,node-042
48,-13.013146183280277,node-042
49,-13.174228746414649,node-042
50,-13.913741907857966,node-042
51,-15.627178253438565,node-042
52,-14.981777813831314,node-042
53,-14.517432294144038,node-042
54,-13.529118234383485,node-042
55,-12.601119555234725,node-042
56,-13.821173266333728,node-042
57,-14.261404450014753,node-042
58,-15.894869822967637,node-042
59,-16.75853896415686,node-042
60,-15.920771747986764,node-042
61,-17.18063616455822,node-042
62,-17.29860764090944,node-042
63,-15.932259868598436,node-042
64,-16.168591501123394,node-042
65,-14.802430728734224,node-042
66,-15.514597435026026,node-042
67,-14.669340296714944,node-042
68,-14.165175579039003,node-042
69,-15.188679977230157,node-042
70,-16.3137501801148,node-042
71,-15.884423599217323,node-042
72,-15.696654239159214,node-042
73,-15.224256387765218,node-042
74,-12.917372300112213,node-042
75,-12.766761340291017,node-042
76,-12.182116971981474,node-042
77,-12.105302307031367,node-042
78,-12.120691197868073,node-042
79,-10.018820148563531,node-042
80,-8.124342888832008,node-042
81,-7.615926144465403,node-042
82,-8.749121966785298,node-042
83,-9.905604412329852,node-042
84,-8.453417529626531,node-042
85,-7.519060841152751,node-042
86,-7.144140244216077,node-042
87,-6.070222389715879,node-042
88,-5.518261540415221,node-042
89,-5.880370451055411,node-042
90,-5.781869714876232,node-042
91,-6.303922209964383,node-042
92,-7.905568348138687,node-042
93,-8.067501602301988,node-042
94,-9.09685520732517,node-042
95,-8.262143261820299,node-042
96,-8.645338590621868,node-042
97,-8.496501471261789,node-042
98,-9.858061364148831,node-042
99,-8.533450855697545,node-042
100,-7.504521197348478,node-042
101,-8.402119895336273,node-042
102,-8.531846150179609,node-042
1,0.0,node-045
2,-0.007623430669065629,node-045
3,2.0832154824457967,node-045
4,4.42300469478708,node-045
5,3.855767598401888,node-045
6,2.6016833551201994,node-045
7,1.936634446724267,node-045
8,2.3785386364977006,node-045
9,2.337080924595718,node-045
10,2.975807525688109,node-045
11,3.7510746598113447,node-045
12,4.084962946074476,node-045
13,3.1932833216747247,node-045
14,4.2445661021912535,node-045
15,3.373692092137173,node-045
16,3.853741534730487,node-045
17,2.7108386393350474,node-045
18,2.1663474864444883,node-045
19,0.7227857169244358,node-045
20,1.4292113041987695,node-045
21,1.5521513520485035,node-045
22,1.50151791417589,node-045
23,1.6916362110632706,node-045
24,-0.0435977295204808,node-045
25,0.29563161041974156,node-045
26,-0.4658818603635228,node-045
27,0.26214053604301296,node-045
28,1.283810264124844,node-045
29,0.08883087823616753,node-045
30,0.35373620534773503,node-045
31,1.8481630850378117,node-045
32,4.056346893518773,node-045
33,3.513263200002994,node-045
34,5.170959472517989,node-045
35,4.222460617012354,node-045
36,2.8157223463639216,node-045
37,1.8319004265144678,node-045
38,2.1190516282471563,node-045
39,1.3752773617467362,node-045
40,-0.44341589384665503,node-045
41,1.5057694652748526,node-045
42,0.45927072143380476,node-045
43,0.5781700774204156,node-045
44,1.1233927742338463,node-045
45,1.453403630764364,node-045
46,2.28516415527604,node-045
47,1.8342576569687865,node-045
48,1.0798247016729565,node-045
49,0.5107508099658425,node-045
50,1.492481717295275,node-045
51,-0.527390275162614,node-045
52,0.943417527414778,node-045
53,0.5947224563273964,node-045
54,-0.06249049597241729,node-045
55,0.35937638142406214,node-045
